ANY30311.1_KS_0	ANY30311.1_KS_0	404.4
ANY30311.1_KS_0	OJJ33531.1_KS_0	341.3
ANY30311.1_KS_0	OJI99812.1_KS_0	333.6
ANY30311.1_KS_0	OJJ60486.1_KS_0	332.4
ANY30311.1_KS_0	RAH75768.1_KS_0	318.9
ANY30311.1_KS_0	RAH64728.1_KS_0	318.9
ANY30311.1_KS_0	PYI31855.1_KS_0	318.9
ANY30311.1_KS_0	PYI15717.1_KS_0	318.9
ANY30311.1_KS_0	OJJ97578.1_KS_0	318.5
ANY30311.1_KS_0	RAH43070.1_KS_0	317.8
ANY30311.1_KS_0	EAU32819.1_KS_0	317.0
ANY30311.1_KS_0	AFK08442.1_KS_0	317.0
ANY30311.1_KS_0	AFK08441.1_KS_0	317.0
ANY30311.1_KS_0	AFK08438.1_KS_0	317.0
ANY30311.1_KS_0	AFK08437.1_KS_0	317.0
ANY30311.1_KS_0	AFK08436.1_KS_0	317.0
ANY30311.1_KS_0	AFK08435.1_KS_0	317.0
ANY30311.1_KS_0	AFK08434.1_KS_0	317.0
ANY30311.1_KS_0	AFK08433.1_KS_0	317.0
ANY30311.1_KS_0	AAC49814.1_KS_0	317.0
ANY30311.1_KS_0	RAK82012.1_KS_0	316.6
ANY30311.1_KS_0	RAL13374.1_KS_0	315.1
ANY30311.1_KS_0	EYE91246.1_KS_0	313.9
ANY30311.1_KS_0	OJJ38755.1_KS_0	312.0
ANY30311.1_KS_0	AFK08444.1_KS_0	312.0
THD00110.1_KS_0	THD00110.1_KS_0	813.9
THD00110.1_KS_0	PLB51637.1_KS_0	638.3
THD00110.1_KS_0	EAU30794.1_KS_0	626.3
THD00110.1_KS_0	RAQ45661.1_KS_0	625.2
THD00110.1_KS_0	KJK67566.1_KS_0	623.6
THD00110.1_KS_0	RMZ44475.1_KS_0	623.2
THD00110.1_KS_0	KOC18738.1_KS_0	623.2
THD00110.1_KS_0	KDE82080.1_KS_0	623.2
THD00110.1_KS_0	EIT82410.1_KS_0	623.2
THD00110.1_KS_0	RAQ79131.1_KS_0	622.5
THD00110.1_KS_0	RAQ62007.1_KS_0	622.5
THD00110.1_KS_0	EED45460.1_KS_0	622.5
THD00110.1_KS_0	PYH87874.1_KS_0	621.7
THD00110.1_KS_0	OOO07413.1_KS_0	620.2
THD00110.1_KS_0	KNG91356.1_KS_0	619.0
THD00110.1_KS_0	PKY00457.1_KS_0	613.6
THD00110.1_KS_0	PIG82420.1_KS_0	613.2
THD00110.1_KS_0	RAL11872.1_KS_0	612.1
THD00110.1_KS_0	RAH76557.1_KS_0	611.7
THD00110.1_KS_0	RAH70203.1_KS_0	611.3
THD00110.1_KS_0	PLB37524.1_KS_0	610.9
THD00110.1_KS_0	PWY78031.1_KS_0	610.5
THD00110.1_KS_0	PYI16370.1_KS_0	610.1
THD00110.1_KS_0	OOF90932.1_KS_0	609.8
THD00110.1_KS_0	RAK71379.1_KS_0	609.4
THD00070.1_KS_0	THD00070.1_KS_0	126.7
THD00070.1_KS_0	PLB51554.1_KS_0	104.0
THD00070.1_KS_0	OJJ80111.1_KS_0	99.0
THD00070.1_KS_0	ODM14741.1_KS_0	98.6
THD00070.1_KS_0	EYE90804.1_KS_0	95.1
THD00070.1_KS_0	KJK67785.1_KS_0	94.0
THD00070.1_KS_0	RMZ42538.1_KS_0	92.8
THD00070.1_KS_0	RAQ77358.1_KS_0	92.8
THD00070.1_KS_0	RAQ59394.1_KS_0	92.8
THD00070.1_KS_0	RAQ51948.1_KS_0	92.8
THD00070.1_KS_0	PIG86741.1_KS_0	92.8
THD00070.1_KS_0	OOO08757.1_KS_0	92.8
THD00070.1_KS_0	KOC09619.1_KS_0	92.8
THD00070.1_KS_0	KDE79551.1_KS_0	92.8
THD00070.1_KS_0	EIT77964.1_KS_0	92.8
THD00070.1_KS_0	RAH59083.1_KS_0	86.3
THD00070.1_KS_0	PWY75764.1_KS_0	86.3
THD00070.1_KS_0	OJZ85218.1_KS_0	86.3
THD00070.1_KS_0	OGM50081.1_KS_0	85.5
THD00070.1_KS_0	RDK45637.1_KS_0	85.1
THD00070.1_KS_0	RDH30314.1_KS_0	85.1
THD00070.1_KS_0	RDH21740.1_KS_0	85.1
THD00070.1_KS_0	PYH50997.1_KS_0	85.1
THD00070.1_KS_0	OJJ70102.1_KS_0	85.1
THD00070.1_KS_0	RAK89112.1_KS_0	84.7
THC99245.1_KS_0	THC99245.1_KS_0	884.4
THC99245.1_KS_0	PLB46693.1_KS_0	591.7
THC99245.1_KS_0	PWY83904.1_KS_0	590.1
THC99245.1_KS_0	OJJ08178.1_KS_0	583.9
THC99245.1_KS_0	OJJ77982.1_KS_0	580.1
THC99245.1_KS_0	RDW61769.1_KS_0	579.3
THC99245.1_KS_0	THC94049.1_KS_0	578.6
THC99245.1_KS_0	RAL11483.1_KS_0	578.2
THC99245.1_KS_0	OJZ91057.1_KS_0	578.2
THC99245.1_KS_0	RJE27113.1_KS_0	577.4
THC99245.1_KS_0	RAH55304.1_KS_0	577.0
THC99245.1_KS_0	PWY82590.1_KS_0	576.2
THC99245.1_KS_0	QBE85649.1_KS_0	575.9
THC99245.1_KS_0	PYH75269.1_KS_0	575.1
THC99245.1_KS_0	EAW09117.1_KS_0	574.3
THC99245.1_KS_0	PYH37515.1_KS_0	573.9
THC99245.1_KS_0	OJK01159.1_KS_0	573.9
THC99245.1_KS_0	RDH14837.1_KS_0	573.5
THC99245.1_KS_0	PYH61898.1_KS_0	573.5
THC99245.1_KS_0	RAK90183.1_KS_0	573.2
THC99245.1_KS_0	OJI83053.1_KS_0	572.0
THC99245.1_KS_0	RDK40934.1_KS_0	571.6
THC99245.1_KS_0	EHA19760.1_KS_0	570.9
THC99245.1_KS_0	RHZ63428.1_KS_0	568.9
THC99245.1_KS_0	PYI00038.1_KS_0	568.9
THC98862.1_KS_0	THC98862.1_KS_0	865.5
THC98862.1_KS_0	OJI83697.1_KS_0	612.8
THC98862.1_KS_0	PYH39146.1_KS_0	610.9
THC98862.1_KS_0	RAK91918.1_KS_0	610.1
THC98862.1_KS_0	PKX88903.1_KS_0	604.7
THC98862.1_KS_0	OJJ04870.1_KS_0	599.4
THC98862.1_KS_0	RAH41065.1_KS_0	579.7
THC98862.1_KS_0	OJK01834.1_KS_0	579.7
THC98862.1_KS_0	RAK71706.1_KS_0	577.0
THC98862.1_KS_0	RAH69705.1_KS_0	568.9
THC98862.1_KS_0	OJJ78181.1_KS_0	558.9
THC98862.1_KS_0	KIA75504.1_KS_0	558.9
THC98862.1_KS_0	RAK74698.1_KS_0	535.4
THC98862.1_KS_0	RAH64472.1_KS_0	535.4
THC98862.1_KS_0	OJJ99925.1_KS_0	535.0
THC98862.1_KS_0	RAH54236.1_KS_0	534.3
THC98862.1_KS_0	RAH42322.1_KS_0	534.3
THC98862.1_KS_0	PYI19445.1_KS_0	533.9
THC98862.1_KS_0	OJZ86820.1_KS_0	533.5
THC98862.1_KS_0	RAH84817.1_KS_0	533.1
THC98862.1_KS_0	RAH71709.1_KS_0	531.2
THC98862.1_KS_0	PYI29622.1_KS_0	530.8
THC98862.1_KS_0	ODM22003.1_KS_0	530.0
THC98862.1_KS_0	OJJ83634.1_KS_0	528.5
THC98862.1_KS_0	PYI36020.1_KS_0	527.7
THC98141.1_KS_0	THC98141.1_KS_0	706.8
THC98141.1_KS_0	OJJ37839.1_KS_0	545.8
THC98141.1_KS_0	KIA75890.1_KS_0	541.2
THC98141.1_KS_0	PKX88468.1_KS_0	536.6
THC98141.1_KS_0	OGM47208.1_KS_0	489.2
THC98141.1_KS_0	PKX88367.1_KS_0	480.3
THC98141.1_KS_0	OJJ77432.1_KS_0	476.9
THC98141.1_KS_0	EAU38791.1_KS_0	476.9
THC98141.1_KS_0	PYI02699.1_KS_0	474.2
THC98141.1_KS_0	EAU31624.1_KS_0	474.2
THC98141.1_KS_0	EAW24682.1_KS_0	473.0
THC98141.1_KS_0	THC93448.1_KS_0	471.9
THC98141.1_KS_0	PWY68035.1_KS_0	470.3
THC98141.1_KS_0	EAA66023.1_KS_0	469.9
THC98141.1_KS_0	PKX92308.1_KS_0	469.5
THC98141.1_KS_0	KNG90224.1_KS_0	469.5
THC98141.1_KS_0	PYI20253.1_KS_0	468.8
THC98141.1_KS_0	OJJ98318.1_KS_0	468.8
THC98141.1_KS_0	RAH76911.1_KS_0	468.4
THC98141.1_KS_0	PYI33353.1_KS_0	468.4
THC98141.1_KS_0	PTU25428.1_KS_0	468.4
THC98141.1_KS_0	OJJ69377.1_KS_0	468.4
THC98141.1_KS_0	KKK27047.1_KS_0	468.4
THC98141.1_KS_0	KKK15179.1_KS_0	468.4
THC98141.1_KS_0	RAH69481.1_KS_0	468.0
THC97917.1_KS_0	THC97917.1_KS_0	849.0
THC97917.1_KS_0	RAQ47306.1_KS_0	728.4
